nummer,preis_avr,preis_sum,menge_avr,menge_sum,dauer,geschw,marke1,marke2,marke3,marke4,marke5,marke6,marke7,marke8,marke9,alter,klasse,einkm,persn,prbew,bildg,kaufw,last_dauer_relativ,treue1,treue2,treue3,treue4,treue5,treue6,treue7,treue8,treue9,einkmpp,Frequency,Monetary
1599,2.09,182,1.689655172,147,8.965517241,0.305048181,38,28,0,0,0,0,0,0,21,2,3,4,3,2,2,0.278846154,2.5,0.578947368,0.392857143,NaN,NaN,NaN,NaN,NaN,NaN,0.619047619,1.333333333,147,2.09
1603,1.71,72,1.666666667,70,16.5,0.24405218,1,0,7,14,0,2,0,2,16,4,3,3,2,1,3,0.545454545,9,0,NaN,0,0.5,NaN,0.5,NaN,0.5,0.75,1.5,70,1.71
1604,2.01,149,1.256756757,93,11.91891892,0.159792014,4,24,0,1,0,1,0,0,44,4,3,3,2,1,3,0.293650794,3.5,0.25,0.833333333,NaN,0,NaN,0,NaN,NaN,0.909090909,1.5,93,2.01
1605,2.01,378,1.39893617,263,4.89893617,0.418054847,7,46,3,0,0,0,0,98,34,2,4,2,4,2,1,0.306188925,1.5,0.428571429,0.826086957,0,NaN,NaN,NaN,NaN,0.816326531,0.411764706,0.5,263,2.01
1606,2.21,93,1.071428571,45,24.95238095,0.089380958,1,1,3,1,16,13,0,5,2,1,3,2,2,2,2,0.260496183,6.5,0,0,0,0,0.5,0.153846154,NaN,0.4,0,1,45,2.21
1607,1.66,78,1.021276596,48,22.21276596,0.063371326,0,0,39,0,1,0,2,2,3,4,4,3,2,1,3,0.630268199,14,NaN,NaN,0.846153846,NaN,0,NaN,0,0.5,0.333333333,1.5,48,1.66
1611,1.77,99,1.035714286,58,18.82142857,0.078032115,0,0,0,0,24,5,15,11,1,4,4,2,1,1,1,0.478178368,9,NaN,NaN,NaN,NaN,0.583333333,0.2,0.266666667,0.363636364,0,2,58,1.77
1612,1.36,110,1.098765432,89,14.81481481,0.129020509,0,0,6,13,0,4,1,57,0,5,3,3,2,1,3,0.3375,5,NaN,NaN,0.166666667,0.153846154,NaN,0,0,0.701754386,NaN,1.5,89,1.36
1617,2,26,2.846153846,37,21.69230769,0.685447541,13,0,0,0,0,0,0,0,0,5,1,3,2,1,1,0.991134752,21.5,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5,37,2
1623,2.75,154,1.017857143,57,22.01785714,0.139839767,0,0,0,0,0,0,1,52,3,5,4,2,2,1,1,0.681265207,15,NaN,NaN,NaN,NaN,NaN,NaN,0,0.923076923,0,1,57,2.75
1624,2.5,65,1.153846154,30,36.96153846,0.083123058,2,20,0,0,0,2,0,0,2,3,2,3,3,4,1,1.136316337,42,0,0.85,NaN,NaN,NaN,0,NaN,NaN,0,1,30,2.5
1627,2.37,102,1.093023256,47,20.74418605,0.077842919,1,0,0,0,0,4,0,0,38,5,5,1,1,1,1,0.337443946,7,0,NaN,NaN,NaN,NaN,0.25,NaN,NaN,0.921052632,1,47,2.37
1629,2.87,301,1.066666667,112,10.87619048,0.136057404,3,0,0,0,0,0,0,0,102,5,2,2,2,3,2,0.91943958,10,0.333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.980392157,1,112,2.87
1630,1.99,378,1.047368421,199,5.705263158,0.239885378,0,2,124,1,0,25,0,26,12,5,4,2,1,1,3,1.226937269,7,NaN,0,0.717741935,0,NaN,0.08,NaN,0.269230769,0.083333333,2,199,1.99
1631,1.5,18,1,12,46.91666667,0.053609214,2,3,0,1,0,0,0,1,5,1,4,1,1,3,3,0.234458259,11,0,0,NaN,0,NaN,NaN,NaN,0,0.4,1,12,1.5
1634,2.53,96,1.105263158,42,26.55263158,0.089845634,0,0,0,1,0,0,0,32,5,4,3,4,2,1,1,1.016848365,27,NaN,NaN,NaN,0,NaN,NaN,NaN,0.84375,0.2,2,42,2.53
1639,2.35,346,1.163265306,171,6.775510204,0.200435487,146,1,0,0,0,0,0,0,0,5,4,1,2,1,3,0.221385542,1.5,0.993150685,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,171,2.35
1641,2.09,48,1.173913043,27,33.69565217,0.044916269,0,10,0,0,0,1,0,4,8,2,3,3,4,1,1,0.949677419,32,NaN,0.6,NaN,NaN,NaN,0,NaN,0.5,0.625,0.75,27,2.09
1644,1.86,173,1.537634409,143,9.52688172,0.26896418,3,2,34,15,0,2,0,16,21,3,2,4,3,1,2,0.5248307,5,0,0,0.294117647,0.2,NaN,0,NaN,0.25,0.285714286,1.333333333,143,1.86
1646,1.87,43,1.043478261,24,40.95652174,0.047949948,3,0,0,0,0,4,0,5,11,3,2,4,3,2,2,0.122080679,5,0,NaN,NaN,NaN,NaN,0.25,NaN,0.2,0.272727273,1.333333333,24,1.87
1655,2.6,169,1.030769231,67,16.10769231,0.099654833,0,0,0,0,4,14,2,40,5,4,4,2,3,2,2,1.11747851,18,NaN,NaN,NaN,NaN,0.25,0.5,0.5,0.825,0,0.666666667,67,2.6
1659,2.7,240,1.056179775,94,12.03370787,0.118855633,0,51,0,0,10,14,1,12,1,3,3,2,2,1,2,0.664799253,8,NaN,0.784313725,NaN,NaN,0.2,0.142857143,0,0.5,0,1,94,2.7
1663,2.41,193,1.025,82,13.5875,0.108935004,16,2,0,0,0,49,5,8,0,5,3,4,2,1,1,1.030358786,14,0.4375,0,NaN,NaN,NaN,0.734693878,0,0.25,NaN,2,82,2.41
1665,2,2,1,1,20,0.05,1,0,0,0,0,0,0,0,0,5,3,3,1,1,1,1,20,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,2
1672,2.12,89,1.047619048,44,24.11904762,0.072693317,1,23,0,0,0,0,0,1,17,5,5,1,1,1,1,0.248766041,6,0,0.608695652,NaN,NaN,NaN,NaN,NaN,0,0.411764706,1,44,2.12
1679,2.51,118,1.021276596,48,22.38297872,0.065016841,0,1,1,0,0,0,0,1,44,4,4,2,2,1,2,0.759505703,17,NaN,0,0,NaN,NaN,NaN,NaN,0,0.954545455,1,48,2.51
1680,2,2,1,1,273,0.003663004,0,0,0,0,0,0,0,1,0,4,4,2,1,1,2,1,273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,2,1,2
1682,1.84,59,1.53125,49,26.78125,0.246934965,4,1,2,8,0,7,0,0,10,4,3,2,2,4,1,3.957992999,106,0.25,0,0.5,0.25,NaN,0.142857143,NaN,NaN,0.3,1,49,1.84
1683,1.23,81,1.060606061,70,15.75757576,0.108060424,1,4,1,16,0,0,0,0,44,3,3,3,4,1,3,1.078846154,17,0,0.25,0,0.375,NaN,NaN,NaN,NaN,0.795454545,0.75,70,1.23
1685,2.52,156,1.064516129,66,18.19354839,0.113788285,35,5,0,0,0,11,0,0,11,5,1,4,3,4,2,2.74822695,50,0.685714286,0.2,NaN,NaN,NaN,0.636363636,NaN,NaN,0.181818182,1.333333333,66,2.52
1692,1.63,218,1.104477612,148,8.089552239,0.165064275,0,0,132,1,0,0,1,0,0,5,5,2,1,1,3,0.247232472,2,NaN,NaN,0.984848485,0,NaN,NaN,0,NaN,NaN,2,148,1.63
1695,1.15,86,1.026666667,77,13.96,0.103713011,0,0,2,72,0,0,0,0,1,4,3,1,2,1,3,0.931232092,13,NaN,NaN,0,0.958333333,NaN,NaN,NaN,NaN,0,0.5,77,1.15
1698,2.94,226,1.948051948,150,8.090909091,0.364809095,0,0,0,0,0,75,0,2,0,4,2,3,4,4,1,0.123595506,1,NaN,NaN,NaN,NaN,NaN,0.96,NaN,0,NaN,0.75,150,2.94
1699,1.97,183,1.021505376,95,11.66666667,0.143219255,0,0,20,5,7,5,1,4,51,3,3,4,5,4,3,0.085714286,1,NaN,NaN,0.3,0,0.142857143,0,0,0,0.725490196,0.8,95,1.97
1701,1.44,104,1.361111111,98,13.88888889,0.256700331,2,0,46,4,1,0,0,1,18,5,4,1,1,2,3,0.288,4,0,NaN,0.673913043,0,0,NaN,NaN,0,0.277777778,1,98,1.44
1704,2.18,281,1.031007752,133,8.426356589,0.148596004,39,12,0,0,0,0,2,1,75,3,5,2,4,1,2,0.474701012,4,0.384615385,0.083333333,NaN,NaN,NaN,NaN,0,0,0.613333333,0.5,133,2.18
1705,1.23,27,1.136363636,25,43.77272727,0.045311556,0,0,6,15,0,0,0,0,1,4,4,2,1,1,3,0.959501558,42,NaN,NaN,0.666666667,0.733333333,NaN,NaN,NaN,NaN,0,2,25,1.23
1706,1.86,69,1.108108108,41,27.37837838,0.146029889,0,1,8,12,3,7,0,1,5,5,3,2,1,2,1,0.255676209,7,NaN,0,0.375,0.666666667,0,0.142857143,NaN,0,0,2,41,1.86
1709,2.48,156,1.031746032,65,17.93650794,0.1099677,22,0,0,0,0,2,0,36,3,4,1,1,3,2,1,2.731858407,49,0.5,NaN,NaN,NaN,NaN,0,NaN,0.75,0,0.333333333,65,2.48
1716,2.47,245,1.484848485,147,9.181818182,0.301208453,3,11,0,0,0,0,0,33,52,4,1,1,5,1,2,0.145214521,1.333333333,0,0.181818182,NaN,NaN,NaN,NaN,NaN,0.515151515,0.673076923,0.2,147,2.47
1717,2.26,120,1.037735849,55,20.62264151,0.078535493,5,0,0,0,0,0,9,34,5,5,5,1,1,1,3,0.436413541,9,0,NaN,NaN,NaN,NaN,NaN,0.333333333,0.735294118,0,1,55,2.26
1721,2.1,63,1.8,54,23.56666667,0.255972077,0,2,1,2,0,0,1,21,3,4,4,2,1,1,3,0.297029703,7,NaN,0,0,0,NaN,NaN,0,0.666666667,0.333333333,2,54,2.1
1722,1.31,21,3,48,22.4375,0.256492377,0,0,4,12,0,0,0,0,0,3,4,3,2,1,3,1.604456825,36,NaN,NaN,0.75,1,NaN,NaN,NaN,NaN,NaN,1.5,48,1.31
1725,1.59,94,1.033898305,61,18.11864407,0.114088601,1,1,5,7,6,1,16,10,12,3,4,2,3,1,3,0.110383536,2,0,0,0,0,0.5,0,0.4375,0.4,0.583333333,0.666666667,61,1.59
1727,1.41,104,1.027027027,76,15.47297297,0.118645437,2,2,15,10,6,0,21,6,12,4,5,1,2,1,3,0.387772926,6,0,0,0.133333333,0.3,0,NaN,0.285714286,0.333333333,0.25,0.5,76,1.41
1728,2.17,226,1.173076923,122,9.903846154,0.190510634,0,1,1,0,15,16,8,16,47,2,3,3,3,3,2,0.302912621,3,NaN,0,0,NaN,0.2,0.125,0.25,0.125,0.468085106,1,122,2.17
1738,2.17,152,1.057142857,74,16.1,0.168042846,0,0,0,0,2,4,5,48,11,4,4,2,2,1,3,0.062111801,1,NaN,NaN,NaN,NaN,0,0.25,0,0.729166667,0.090909091,1,74,2.17
1748,1.79,50,1.964285714,55,15.14285714,0.216673598,1,11,0,0,0,0,0,0,16,2,3,3,2,4,2,0.132075472,2,0,0.636363636,NaN,NaN,NaN,NaN,NaN,NaN,0.75,1.5,55,1.79
1765,1.79,104,2.25862069,131,8.155172414,0.499675418,18,3,34,0,0,0,0,0,3,2,4,2,5,1,3,0.735729387,6,0.222222222,0,0.588235294,NaN,NaN,NaN,NaN,NaN,0,0.4,131,1.79
1767,2.24,318,1.049295775,149,9.485915493,0.145441608,0,9,5,14,5,35,2,46,26,3,3,3,2,1,2,0.737936154,7,NaN,0,0,0,0,0.171428571,0,0.282608696,0.153846154,1.5,149,2.24
1769,2.24,202,1.555555556,140,9.022222222,0.320424782,17,15,0,0,0,0,0,1,57,5,1,3,1,4,1,0.332512315,3,0.235294118,0.333333333,NaN,NaN,NaN,NaN,NaN,0,0.719298246,3,140,2.24
1770,2.39,203,1.035294118,88,13.11764706,0.128135852,0,1,0,0,0,0,6,15,63,2,3,3,4,1,3,0.838565022,11,NaN,0,NaN,NaN,NaN,NaN,0.333333333,0.333333333,0.841269841,0.75,88,2.39
1772,2,96,1.770833333,85,15.16666667,0.329579076,2,2,0,1,1,2,0,2,38,3,3,3,5,1,1,0.065934066,1,0.5,0,NaN,0,0,0,NaN,0,0.868421053,0.6,85,2
1774,2.59,256,1.070707071,106,10.62626263,0.167663855,1,0,1,1,1,2,0,83,10,5,4,2,1,1,2,0.376425856,4,0,NaN,0,0,0,0,NaN,0.831325301,0.2,2,106,2.59
1780,1.96,108,1.545454545,85,14.25454545,0.21342829,7,4,0,0,0,0,1,0,43,5,3,4,2,1,1,0.140306122,2,0.285714286,0,NaN,NaN,NaN,NaN,0,NaN,0.837209302,2,85,1.96
1783,2.4,278,1.155172414,134,8.767241379,0.202940445,33,1,1,1,0,38,0,39,3,3,2,1,3,4,1,0.342182891,3,0.424242424,0,0,0,NaN,0.526315789,NaN,0.358974359,0,0.333333333,134,2.4
1786,1.75,124,1.070422535,76,14.83098592,0.129664634,4,0,52,0,0,1,0,1,13,3,2,3,2,1,3,0.943969611,14,0.25,NaN,0.788461538,NaN,NaN,0,NaN,0,0.230769231,1.5,76,1.75
1789,2.29,39,1,17,52.88235294,0.049639279,0,2,0,0,1,0,0,0,14,3,3,4,2,1,1,0.983314794,52,NaN,0,NaN,NaN,0,NaN,NaN,NaN,0.785714286,2,17,2.29
1790,1.61,29,1.888888889,34,27.61111111,0.095926959,1,0,5,9,0,0,0,0,3,4,3,2,2,1,2,0.633802817,17.5,0,NaN,0.4,0.555555556,NaN,NaN,NaN,NaN,0,1,34,1.61
1794,2.26,156,1.231884058,85,14.52173913,0.159065718,10,6,0,0,16,12,1,16,8,3,3,4,4,1,2,0.344311377,5,0,0.166666667,NaN,NaN,0.25,0.25,0,0.3125,0.125,1,85,2.26
1797,2,30,1.066666667,16,59.66666667,0.030042227,2,0,1,0,0,0,0,10,2,2,4,2,1,2,3,0.444134078,26.5,0,NaN,0,NaN,NaN,NaN,NaN,0.7,0,2,16,2
1801,1.98,87,1.318181818,58,24.56818182,0.155218467,0,12,3,6,6,3,0,2,12,2,3,4,2,4,1,0.488436633,12,NaN,0.5,0,0.5,0.5,0.333333333,NaN,0,0.166666667,2,58,1.98
1808,1.44,46,1.03125,33,32.78125,0.044808065,0,0,0,0,0,0,28,3,1,5,5,1,1,1,2,0.671115348,22,NaN,NaN,NaN,NaN,NaN,NaN,0.821428571,0,0,1,33,1.44
1810,2.55,135,1.169811321,62,19.73584906,0.10347659,6,0,0,0,0,0,4,43,0,4,4,2,2,1,2,1.41873805,28,0.166666667,NaN,NaN,NaN,NaN,NaN,0,0.76744186,NaN,1,62,2.55
1812,2.48,320,1.007751938,130,8.286821705,0.143511366,0,0,0,0,0,0,2,126,1,4,4,3,2,1,1,0.120673527,1,NaN,NaN,NaN,NaN,NaN,NaN,0,0.976190476,0,1.5,130,2.48
1814,2.04,161,1.050632911,83,13.4556962,0.086597775,2,32,13,8,0,0,0,5,19,2,4,2,1,1,3,1.040451552,14,0,0.5,0.384615385,0.75,NaN,NaN,NaN,0.2,0.315789474,2,83,2.04
1815,1.37,52,1.026315789,39,26.89473684,0.052769863,1,8,0,0,0,0,0,0,29,4,5,1,1,1,3,0.111545988,3,0,0.5,NaN,NaN,NaN,NaN,NaN,NaN,0.862068966,1,39,1.37
1819,2.57,203,1.113924051,88,12.84810127,0.130402568,0,0,0,0,1,51,1,3,23,5,5,1,1,1,2,1.478817734,19,NaN,NaN,NaN,NaN,0,0.882352941,0,0,0.913043478,1,88,2.57
1821,1.89,70,1.351351351,50,22.7027027,0.118951345,0,1,13,0,1,0,0,0,22,5,3,3,2,1,3,3.171428571,72,NaN,0,0.615384615,NaN,0,NaN,NaN,NaN,0.636363636,1.5,50,1.89
1823,2.3,23,1.1,11,99.4,0.01247064,0,0,0,1,0,0,0,9,0,5,3,2,1,4,2,0.563380282,56,NaN,NaN,NaN,0,NaN,NaN,NaN,0.888888889,NaN,2,11,2.3
1826,1.92,50,1.269230769,33,36.73076923,0.225021862,0,0,22,0,0,0,0,2,2,5,3,2,1,1,3,4.27434555,157,NaN,NaN,0.909090909,NaN,NaN,NaN,NaN,0.5,0,2,33,1.92
1827,1.55,167,1.027777778,111,10.36111111,0.140085366,1,3,68,12,1,2,0,2,19,3,4,2,1,1,3,1.158176944,12,0,0,0.661764706,0.416666667,0,0,NaN,0,0.368421053,2,111,1.55
1831,1.82,155,1.011764706,86,13.50588235,0.111428323,5,0,43,0,0,0,2,2,33,5,3,2,2,2,1,1.702961672,23,0,NaN,0.604651163,NaN,NaN,NaN,0.5,0,0.484848485,1,86,1.82
1832,1.48,46,2.064516129,64,19.32258065,0.259418879,2,1,4,18,0,0,0,0,6,4,1,2,3,1,3,0.310517529,6,0,0,0,0.611111111,NaN,NaN,NaN,NaN,0.5,0.666666667,64,1.48
1836,1.47,112,2.342105263,178,6.815789474,0.513787999,18,13,0,30,0,0,0,0,15,2,4,2,4,1,3,0.66023166,4.5,0.222222222,0.153846154,NaN,0.4,NaN,NaN,NaN,NaN,0.333333333,0.5,178,1.47
1839,1.57,47,1.1,33,30.53333333,0.11585132,0,12,1,15,0,0,0,0,2,4,4,2,2,1,3,0.360262009,11,NaN,0.5,1,0.6,NaN,NaN,NaN,NaN,0,1,33,1.57
1840,2.02,85,1.119047619,47,23.78571429,0.075693262,22,0,4,1,0,0,0,6,9,4,3,3,2,1,2,0.924924925,22,0.545454545,NaN,0.25,0,NaN,NaN,NaN,0.166666667,0.222222222,1.5,47,2.02
1843,1.91,44,1.173913043,27,37.95652174,0.054483133,1,0,0,1,0,0,0,0,21,2,3,2,1,4,1,0.158075601,6,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0.857142857,2,27,1.91
1845,1.99,227,1.052631579,120,9.00877193,0.139882082,8,37,0,0,0,0,0,0,69,3,3,3,4,1,3,0.777020448,7,0,0.432432432,NaN,NaN,NaN,NaN,NaN,NaN,0.623188406,0.75,120,1.99
1849,2.2,44,1.25,25,47.95,0.04921397,3,1,0,1,0,0,0,9,6,3,1,1,4,1,2,0.875912409,42,0.333333333,0,NaN,0,NaN,NaN,NaN,0.666666667,0.333333333,0.25,25,2.2
1850,2.37,147,1.467741935,91,13.58064516,0.173914451,1,18,0,0,13,0,10,15,5,5,2,2,1,3,2,0.220902613,3,0,0.555555556,NaN,NaN,0.538461538,NaN,0.5,0.733333333,0.4,2,91,2.37
1860,2.35,54,1,23,39.47826087,0.036459104,7,3,0,0,2,7,0,0,4,5,1,2,1,4,3,0.683920705,27,0.571428571,0.333333333,NaN,NaN,0,0.428571429,NaN,NaN,0.25,2,23,2.35
1863,2.22,142,1.078125,69,16.1875,0.110353085,0,16,2,0,0,0,1,6,39,3,3,2,3,1,3,0.494208494,8,NaN,0.5625,0,NaN,NaN,NaN,0,0,0.717948718,0.666666667,69,2.22
1868,1.24,99,1.075,86,12.9625,0.112759159,1,3,0,0,6,56,4,6,4,3,3,3,4,1,3,0.694310511,9,0,0.333333333,NaN,NaN,0.333333333,0.875,0.25,0.166666667,0,0.75,86,1.24
1871,1.43,10,1,7,104,0.022807958,0,1,0,0,0,0,4,0,2,4,1,4,3,3,3,0.144230769,15,NaN,0,NaN,NaN,NaN,NaN,0.75,NaN,0,1.333333333,7,1.43
1877,1.5,81,1.037037037,56,19.42592593,0.073848943,1,2,44,7,0,0,0,0,0,2,1,3,4,1,3,2.007626311,39,0,0,0.931818182,0.571428571,NaN,NaN,NaN,NaN,NaN,0.75,56,1.5
1880,1.05,85,1.049382716,85,12.65432099,0.117243654,0,0,0,0,0,0,0,0,81,3,2,3,4,1,3,0.15804878,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.75,85,1.05
1881,2.52,189,1.08,81,13.77333333,0.100623404,2,0,0,0,1,0,8,0,64,2,2,3,4,1,1,0.726040658,10,0.5,NaN,NaN,NaN,0,NaN,0.375,NaN,0.90625,0.75,81,2.52
1882,1.57,85,1.037037037,56,19.40740741,0.082593162,0,0,54,0,0,0,0,0,0,4,1,4,2,1,3,0.360687023,7,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,56,1.57
1885,1.87,125,1.014925373,68,15.79104478,0.102269184,1,7,30,0,0,0,0,1,28,2,2,3,4,1,2,0.379962193,6,0,0.285714286,0.466666667,NaN,NaN,NaN,NaN,0,0.321428571,0.75,68,1.87
1887,2.47,210,1.023529412,87,12.68235294,0.115006217,57,14,0,0,0,0,2,0,12,2,1,1,5,4,3,0.394248609,5,0.842105263,0.214285714,NaN,NaN,NaN,NaN,0.5,NaN,0.833333333,0.2,87,2.47
1888,2.15,99,1.065217391,49,23.54347826,0.072680611,2,1,0,0,0,1,1,25,16,3,3,2,2,4,1,1.061865189,25,0,0,NaN,NaN,NaN,0,0,0.68,0.5,1,49,2.15
1906,1.06,33,1.032258065,32,30.61290323,0.050900128,0,0,0,0,21,4,2,1,3,5,3,1,1,1,2,0.914646997,28,NaN,NaN,NaN,NaN,0.666666667,0.25,0,0,0,1,32,1.06
1909,2.67,155,1.068965517,62,19.0862069,0.108185682,0,0,3,2,0,1,0,50,2,5,3,4,2,1,1,0.628726287,12,NaN,NaN,0,0,NaN,0,NaN,0.84,0,2,62,2.67
1912,2.45,71,1.103448276,32,30.65517241,0.099735685,1,1,0,0,0,0,1,3,23,5,2,4,2,1,1,0.946006749,29,0,0,NaN,NaN,NaN,NaN,0,0.333333333,0.826086957,2,32,2.45
1913,2.76,102,1,37,29.64864865,0.037585195,0,0,0,0,1,0,0,36,0,5,5,1,1,1,1,0.978122151,29,NaN,NaN,NaN,NaN,0,NaN,NaN,0.972222222,NaN,1,37,2.76
1914,2.14,193,1.066666667,96,12.45555556,0.170219029,6,2,4,11,24,15,11,2,15,4,4,2,1,4,3,2.167707404,27,0.333333333,0,0.25,0.363636364,0.375,0.533333333,0.181818182,0,0.2,2,96,2.14
1917,2.05,43,1.80952381,38,37.52380952,0.176363616,1,1,0,0,2,2,0,4,11,4,3,2,1,1,2,0.692893401,26,0,0,NaN,NaN,0,0,NaN,0.5,0.636363636,2,38,2.05
1928,2.25,142,1.063492063,67,20.19047619,0.096469007,3,3,0,0,0,0,0,40,17,3,1,1,5,3,2,0.693396226,14,0.333333333,0,NaN,NaN,NaN,NaN,NaN,0.875,0.529411765,0.2,67,2.25
1929,1.95,41,1.619047619,34,26.52380952,0.110863703,0,1,14,1,1,0,0,1,3,3,2,4,3,4,1,0.452423698,12,NaN,0,0.642857143,0,0,NaN,NaN,0,0,1.333333333,34,1.95
1930,2.56,202,1.227848101,97,11.75949367,0.159270472,0,0,0,0,0,0,75,3,1,2,3,3,4,1,2,1.233046286,14.5,NaN,NaN,NaN,NaN,NaN,NaN,0.946666667,0,0,0.75,97,2.56
1933,2.1,101,1.395833333,67,18.77083333,0.180894007,31,8,0,0,0,0,1,4,4,2,4,2,4,1,2,0.532741398,10,0.709677419,0.375,NaN,NaN,NaN,NaN,0,0,0.5,0.5,67,2.1
1940,1.74,177,1.039215686,106,10.75490196,0.14016938,12,44,1,18,1,1,0,1,24,4,4,2,2,1,1,2.138559708,23,0.25,0.545454545,0,0.333333333,0,0,NaN,0,0.416666667,1,106,1.74
1946,1.94,165,1.658823529,141,9.741176471,0.297977074,8,12,5,2,0,0,0,0,58,4,3,2,2,1,3,0.376409018,3.666666667,0,0.083333333,0,0,NaN,NaN,NaN,NaN,0.74137931,1,141,1.94
1953,2.02,119,1.169491525,69,18.49152542,0.179601384,0,0,0,3,0,1,7,31,17,4,3,2,2,1,3,1.297891842,24,NaN,NaN,NaN,0,NaN,0,0.142857143,0.548387097,0.294117647,1,69,2.02
1954,2.26,52,1.130434783,26,42.60869565,0.078254303,0,2,0,0,2,2,2,4,11,5,4,1,1,1,1,0.36377551,15.5,NaN,0,NaN,NaN,0.5,0,0,0,0.363636364,1,26,2.26
1955,1.57,66,2,84,13.23809524,0.521229995,3,0,3,5,0,0,0,0,31,5,1,3,2,4,2,0.45323741,6,0,NaN,0,0.2,NaN,NaN,NaN,NaN,0.741935484,1.5,84,1.57
1956,2.05,117,1.175438596,67,17.43859649,0.138050369,5,2,7,1,2,0,4,2,34,3,3,3,5,1,3,0.401408451,7,0,0,0.285714286,0,0,NaN,0.25,0,0.705882353,0.6,67,2.05
1961,1.76,111,1.031746032,65,17.15873016,0.079088222,0,0,0,0,0,2,5,42,14,3,4,3,3,1,2,1.515263645,26,NaN,NaN,NaN,NaN,NaN,0,0.4,0.761904762,0.5,1,65,1.76
1965,2.3,292,1.015748031,129,8.755905512,0.190093637,2,0,25,8,3,0,2,61,26,4,2,3,3,1,2,1.827338129,16,0,NaN,0.12,0.125,0,NaN,0,0.475409836,0.269230769,1,129,2.3
1973,2.12,104,1.020408163,50,23.24489796,0.088556491,8,0,0,1,10,20,0,4,6,2,3,3,5,1,3,0.258121159,6,0.125,NaN,NaN,0,0.6,0.55,NaN,0.25,0.166666667,0.6,50,2.12
1975,1.84,68,1.027027027,38,28.32432432,0.075920333,3,2,0,0,2,15,3,9,3,4,3,3,2,1,2,0.317748092,9,0,0,NaN,NaN,0,0.4,0,0.222222222,0,1.5,38,1.84
1979,2.4,103,1.046511628,45,24.27906977,0.185291754,0,6,12,0,0,1,0,0,24,4,2,1,1,3,2,0.02059387,0.5,NaN,0,0.333333333,NaN,NaN,0,NaN,NaN,0.791666667,1,45,2.4
1986,1.16,67,1.5,87,16.20689655,0.165447459,1,1,8,47,0,0,0,0,1,4,3,3,3,1,3,0.246808511,4,0,0,0.125,0.808510638,NaN,NaN,NaN,NaN,0,1,87,1.16
1992,1.91,149,2.230769231,174,6.833333333,0.481231457,17,3,0,0,0,0,0,0,58,3,1,1,5,1,2,0.146341463,1,0.294117647,0.333333333,NaN,NaN,NaN,NaN,NaN,NaN,0.775862069,0.2,174,1.91
2000,1.39,39,1.642857143,46,34.92857143,0.286119587,2,0,12,10,0,0,0,0,4,4,3,1,3,1,3,1.474437628,51.5,0,NaN,0.5,0.4,NaN,NaN,NaN,NaN,0,0.333333333,46,1.39
2001,2.01,241,1.275,153,7.891666667,0.236842985,1,2,44,5,2,0,1,65,0,5,3,2,1,1,3,0.50686378,4,0,0,0.613636364,0.4,0,NaN,0,0.707692308,NaN,2,153,2.01
2003,2.25,115,1,51,21.11764706,0.089640911,3,0,0,0,0,1,18,6,23,5,5,1,1,1,1,0.284122563,6,0,NaN,NaN,NaN,NaN,0,0.5,0,0.52173913,1,51,2.25
2004,2.22,71,1,32,34.3125,0.046787705,0,2,1,0,9,0,14,4,2,2,2,3,4,2,1,0.553734062,19,NaN,0,0,NaN,0.444444444,NaN,0.571428571,0.25,0,0.75,32,2.22
2005,2,2,2,2,92,0.02173913,0,1,0,0,0,0,0,0,0,4,3,3,2,1,3,0.5,46,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5,2,2
2006,1.34,67,1.02,51,20.54,0.105796978,0,0,0,0,0,0,15,35,0,4,5,1,1,1,2,0.681596884,14,NaN,NaN,NaN,NaN,NaN,NaN,0.6,0.8,NaN,1,51,1.34
2012,2,90,1.2,54,22.73333333,0.184552518,29,0,0,2,0,1,0,1,12,5,4,1,1,4,3,0.791788856,18,0.655172414,NaN,NaN,0,NaN,0,NaN,0,0.333333333,1,54,2
2013,2.76,282,1.254901961,128,9.774509804,0.183021157,4,1,0,0,2,92,0,1,2,5,3,4,3,2,1,0.272818455,2.666666667,0,0,NaN,NaN,0,0.913043478,NaN,0,0,1.333333333,128,2.76
2015,2,316,1.006329114,159,7.044303797,0.160932404,158,0,0,0,0,0,0,0,0,4,4,1,2,1,2,0.14195867,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,159,2
2016,1.83,170,1.064516129,99,11.83870968,0.135903451,1,2,21,6,3,44,0,2,14,3,3,3,5,1,2,0.760217984,9,0,0,0.380952381,0,0,0.477272727,NaN,0,0.357142857,0.6,99,1.83
